name,color,cmc,manaCost,power,toughness,text,types,subtypes
Defiant Vanguard, White,3,{2}{W},2,2,"When Defiant Vanguard blocks, at end of combat, destroy it and all creatures it blocked this turn.
{5}, {T}: Search your library for a Rebel permanent card with converted mana cost 4 or less and put it onto the battlefield. Then shuffle your library.", Creature, Human Rebel
Enduring Renewal, White,4,{2}{W}{W},,,"Play with your hand revealed.
If you would draw a card, reveal the top card of your library instead. If it's a creature card, put it into your graveyard. Otherwise, draw a card.
Whenever a creature is put into your graveyard from the battlefield, return it to your hand.", Enchantment,
Essence Sliver, White,4,{3}{W},3,3,"Whenever a Sliver deals damage, its controller gains that much life.", Creature, Sliver
Moorish Cavalry, White,4,{2}{W}{W},3,3,Trample, Creature, Human Knight
Squire, White,2,{1}{W},1,2,, Creature, Human Soldier
Valor, White,4,{3}{W},2,2,"First strike
As long as Valor is in your graveyard and you control a Plains, creatures you control have first strike.", Creature, Incarnation
Witch Hunter, White,4,{2}{W}{W},1,1,"{T}: Witch Hunter deals 1 damage to target player or planeswalker.
{1}{W}{W}, {T}: Return target creature an opponent controls to its owner's hand.", Creature, Human Cleric
Dandân, Blue,2,{U}{U},4,1,"Dandân can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Dandân.", Creature, Fish
Flying Men, Blue,1,{U},1,1,Flying, Creature, Human
Giant Oyster, Blue,4,{2}{U}{U},0,3,"You may choose not to untap Giant Oyster during your untap step.
{T}: For as long as Giant Oyster remains tapped, target tapped creature doesn't untap during its controller's untap step, and at the beginning of each of your draw steps, put a -1/-1 counter on that creature. When Giant Oyster leaves the battlefield or becomes untapped, remove all -1/-1 counters from the creature.", Creature, Oyster
Leviathan, Blue,9,{5}{U}{U}{U}{U},10,10,"Trample
Leviathan enters the battlefield tapped and doesn't untap during your untap step.
At the beginning of your upkeep, you may sacrifice two Islands. If you do, untap Leviathan.
Leviathan can't attack unless you sacrifice two Islands. (This cost is paid as attackers are declared.)", Creature, Leviathan
Merfolk Assassin, Blue,2,{U}{U},1,2,{T}: Destroy target creature with islandwalk., Creature, Merfolk Assassin
Mistform Ultimus, Blue,4,{3}{U},3,3,Mistform Ultimus is every creature type (even if this card isn't on the battlefield)., Creature, Illusion
Sindbad, Blue,2,{1}{U},1,1,"{T}: Draw a card and reveal it. If it isn't a land card, discard it.", Creature, Human
Stormscape Familiar, Blue,2,{1}{U},1,1,"Flying
White spells and black spells you cast cost {1} less to cast.", Creature, Bird
Unstable Mutation, Blue,1,{U},,,"Enchant creature
Enchanted creature gets +3/+3.
At the beginning of the upkeep of enchanted creature's controller, put a -1/-1 counter on that creature.", Enchantment, Aura
Whispers of the Muse, Blue,1,{U},,,"Buyback {5} (You may pay an additional {5} as you cast this spell. If you do, put this card into your hand as it resolves.)
Draw a card.", Instant,
Conspiracy, Black,5,{3}{B}{B},,,"As Conspiracy enters the battlefield, choose a creature type.
Creatures you control are the chosen type. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.", Enchantment,
Darkness, Black,1,{B},,,Prevent all combat damage that would be dealt this turn., Instant,
Evil Eye of Orms-by-Gore, Black,5,{4}{B},3,6,"Non-Eye creatures you control can't attack.
Evil Eye of Orms-by-Gore can't be blocked except by Walls.", Creature, Eye
Shadow Guildmage, Black,1,{B},1,1,"{U}, {T}: Put target creature you control on top of its owner's library.
{R}, {T}: Shadow Guildmage deals 1 damage to any target and 1 damage to you.", Creature, Human Wizard
Swamp Mosquito, Black,2,{1}{B},0,1,"Flying
Whenever Swamp Mosquito attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)", Creature, Insect
Uncle Istvan, Black,4,{1}{B}{B}{B},1,3,Prevent all damage that would be dealt to Uncle Istvan by creatures., Creature, Human
Undertaker, Black,2,{1}{B},1,1,"{B}, {T}, Discard a card: Return target creature card from your graveyard to your hand.", Creature, Human Spellshaper
Eron the Relentless, Red,5,{3}{R}{R},5,2,"Haste
{R}{R}{R}: Regenerate Eron the Relentless.", Creature, Human Rogue
Goblin Snowman, Red,4,{3}{R},1,1,"Whenever Goblin Snowman blocks, prevent all combat damage that would be dealt to and dealt by it this turn.
{T}: Goblin Snowman deals 1 damage to target creature it's blocking.", Creature, Goblin
Orcish Librarian, Red,2,{1}{R},1,1,"{R}, {T}: Look at the top eight cards of your library. Exile four of them at random, then put the rest on top of your library in any order.", Creature, Orc
Orgg, Red,5,{3}{R}{R},6,6,"Trample
Orgg can't attack if defending player controls an untapped creature with power 3 or greater.
Orgg can't block creatures with power 3 or greater.", Creature, Orgg
Pandemonium, Red,4,{3}{R},,,"Whenever a creature enters the battlefield, that creature's controller may have it deal damage equal to its power to any target of their choice.", Enchantment,
Avoid Fate, Green,1,{G},,,Counter target instant or Aura spell that targets a permanent you control., Instant,
Craw Giant, Green,7,{3}{G}{G}{G}{G},6,4,"Trample
Rampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)", Creature, Giant
Hail Storm, Green,3,{1}{G}{G},,,Hail Storm deals 2 damage to each attacking creature and 1 damage to you and each creature you control., Instant,
"Jolrael, Empress of Beasts", Green,5,{3}{G}{G},3,3,"{2}{G}, {T}, Discard two cards: All lands target player controls become 3/3 creatures until end of turn. They're still lands.", Creature, Human Spellshaper
Krosan Cloudscraper, Green,10,{7}{G}{G}{G},13,13,"At the beginning of your upkeep, sacrifice Krosan Cloudscraper unless you pay {G}{G}.
Morph {7}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)", Creature, Beast Mutant
Spitting Slug, Green,3,{1}{G}{G},2,4,"Whenever Spitting Slug blocks or becomes blocked, you may pay {1}{G}. If you do, Spitting Slug gains first strike until end of turn. Otherwise, each creature blocking or blocked by Spitting Slug gains first strike until end of turn.", Creature, Slug
Coalition Victory, White Blue Black Red Green,8,{3}{W}{U}{B}{R}{G},,,You win the game if you control a land of each basic land type and a creature of each color., Sorcery,
Jasmine Boreal, White Green,5,{3}{G}{W},4,5,, Creature, Human
Merieke Ri Berit, White Blue Black,3,{W}{U}{B},1,1,"Merieke Ri Berit doesn't untap during your untap step.
{T}: Gain control of target creature for as long as you control Merieke Ri Berit. When Merieke Ri Berit leaves the battlefield or becomes untapped, destroy that creature. It can't be regenerated.", Creature, Human
Mystic Enforcer, White Green,4,{2}{G}{W},3,3,"Protection from black
Threshold — As long as seven or more cards are in your graveyard, Mystic Enforcer gets +3/+3 and has flying.", Creature, Human Nomad Mystic
Sol'kanar the Swamp King, Blue Black Red,5,{2}{U}{B}{R},5,5,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
Whenever a player casts a black spell, you gain 1 life.", Creature, Demon
Stormbind, Red Green,3,{1}{R}{G},,,"{2}, Discard a card at random: Stormbind deals 2 damage to any target.", Enchantment,
Teferi's Moat, White Blue,5,{3}{W}{U},,,"As Teferi's Moat enters the battlefield, choose a color.
Creatures of the chosen color without flying can't attack you.", Enchantment,
Vhati il-Dal, Black Green,4,{2}{B}{G},3,3,"{T}: Until end of turn, target creature has base power 1 or base toughness 1.", Creature, Human Warrior
Dodecapod,Colorless,4,{4},3,3,"If a spell or ability an opponent controls causes you to discard Dodecapod, put it onto the battlefield with two +1/+1 counters on it instead of putting it into your graveyard.", Artifact Creature, Golem
Feldon's Cane,Colorless,1,{1},,,"{T}, Exile Feldon's Cane: Shuffle your graveyard into your library.", Artifact,
Grinning Totem,Colorless,4,{4},,,"{2}, {T}, Sacrifice Grinning Totem: Search target opponent's library for a card and exile it. Then that player shuffles their library. Until the beginning of your next upkeep, you may play that card. At the beginning of your next upkeep, if you haven't played it, put it into its owner's graveyard.", Artifact,
The Rack,Colorless,1,{1},,,"As The Rack enters the battlefield, choose an opponent.
At the beginning of the chosen player's upkeep, The Rack deals X damage to that player, where X is 3 minus the number of cards in their hand.", Artifact,
War Barge,Colorless,4,{4},,,"{3}: Target creature gains islandwalk until end of turn. When War Barge leaves the battlefield this turn, destroy that creature. A creature destroyed this way can't be regenerated. (A creature with islandwalk can't be blocked as long as defending player controls an Island.)", Artifact,
Safe Haven,Colorless,0,,,,"{2}, {T}: Exile target creature you control.
At the beginning of your upkeep, you may sacrifice Safe Haven. If you do, return each card exiled with Safe Haven to the battlefield under its owner's control.", Land,
Anoint, White,1,{W},,,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Prevent the next 3 damage that would be dealt to target creature this turn.", Instant,
Avenging Angel, White,5,{3}{W}{W},3,3,"Flying
When Avenging Angel dies, you may put it on top of its owner's library.", Creature, Angel
Bandage, White,1,{W},,,"Prevent the next 1 damage that would be dealt to any target this turn.
Draw a card.", Instant,
Conviction, White,2,{1}{W},,,"Enchant creature
Enchanted creature gets +1/+3.
{W}: Return Conviction to its owner's hand.", Enchantment, Aura
Exalted Dragon, White,6,{4}{W}{W},5,5,"Flying
Exalted Dragon can't attack unless you sacrifice a land. (This cost is paid as attackers are declared.)", Creature, Dragon
Gallantry, White,2,{1}{W},,,"Target blocking creature gets +4/+4 until end of turn.
Draw a card.", Instant,
Humility, White,4,{2}{W}{W},,,All creatures lose all abilities and have base power and toughness 1/1., Enchantment,
Mounted Archers, White,4,{3}{W},2,3,"Reach (This creature can block creatures with flying.)
{W}: Mounted Archers can block an additional creature this turn.", Creature, Human Soldier Archer
Nomads en-Kor, White,1,{W},1,1,{0}: The next 1 damage that would be dealt to Nomads en-Kor this turn is dealt to target creature you control instead., Creature, Kor Nomad Soldier
"Orim, Samite Healer", White,3,{1}{W}{W},1,3,{T}: Prevent the next 3 damage that would be dealt to any target this turn., Creature, Human Cleric
Paladin en-Vec, White,3,{1}{W}{W},2,2,"First strike, protection from black and from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.)", Creature, Human Knight
Pegasus Stampede, White,2,{1}{W},,,"Buyback—Sacrifice a land. (You may sacrifice a land in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)
Create a 1/1 white Pegasus creature token with flying.", Sorcery,
Repentance, White,3,{2}{W},,,Target creature deals damage to itself equal to its power., Sorcery,
Shackles, White,3,{2}{W},,,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
{W}: Return Shackles to its owner's hand.", Enchantment, Aura
Shaman en-Kor, White,2,{1}{W},1,2,"{0}: The next 1 damage that would be dealt to Shaman en-Kor this turn is dealt to target creature you control instead.
{1}{W}: The next time a source of your choice would deal damage to target creature this turn, that damage is dealt to Shaman en-Kor instead.", Creature, Kor Cleric Shaman
Smite, White,1,{W},,,Destroy target blocked creature., Instant,
Soltari Champion, White,3,{2}{W},2,2,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Champion attacks, other creatures you control get +1/+1 until end of turn.", Creature, Soltari Soldier
Soltari Lancer, White,3,{2}{W},2,2,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Soltari Lancer has first strike as long as it's attacking.", Creature, Soltari Knight
Soltari Monk, White,2,{W}{W},2,1,"Protection from black
Shadow (This creature can block or be blocked by only creatures with shadow.)", Creature, Soltari Monk Cleric
